video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
133ZXXha-4A,GadgetIn,Lebih bagus dari Mi A2? Review Xiaomi Mi 8 Lite Indonesia!,"Mayan nih..

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-25T08:10:28Z,1594532,19054,,3608,PT12M3S,hd,false
1qrnjfFQPtM,GadgetIn,Rp7.999 JUTA! Unboxing Samsung Galaxy A9 Indonesia!,"Mending flagship ato ini?

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-24T09:17:27Z,1201102,17947,,3064,PT11M36S,hd,false
_ddMmZLTY7U,GadgetIn,Bocoran soal Asus Zenfone Max Pro M2...,"Ternyata videonya boleh ditayangin lebih cepet :)

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-23T09:47:31Z,365366,11850,,4223,PT16M15S,hd,false
PjdhG-NJeQY,GadgetIn,HP Realme yang aneh... Review Realme 2 Indonesia!,"Harganya kayak ga cocok.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-21T09:13:45Z,760225,10496,,1701,PT9M24S,hd,false
YCrgCv9YymE,GadgetIn,"3 kamera di Samsung Galaxy A7, BUAT APA???","#GalaxyA7 #GalaxyA72018 #WithGalaxy

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-19T09:13:09Z,316340,10404,,1510,PT6M10S,hd,false
oOT6IlmBgCY,GadgetIn,Review Xiaomi Redmi Note 6 Pro Indonesia!,"Selfienya memang lebih bagus sih... Tapi ga sejauh itu juga.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ Twitter GadgetIn: https://twitter.com/DGadgetIn Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-17T03:10:48Z,1871509,22125,,2873,PT9M23S,hd,false
pBtnndAwXwE,GadgetIn,Sebelum anda keluarin 3 juta buat beli HP lain...,"Menarik juga nih.

Link pembelian Honor 8x: http://bit.ly/2zTpvuG

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
 Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-15T09:11:07Z,997533,11654,,2033,PT9M52S,hd,false
gjH9jdL0eUA,GadgetIn,Mencari HP 2 Juta terbaik! Xiaomi Redmi Note 5 vs Honor 9i!,"Lanjut...

Link pembelian Honor 9i: http://bit.ly/2zbG9pZ
Link pembelian Xiaomi Redmi Note 5: http://bit.ly/2z8SHyl

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
 Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-14T09:03:19Z,1107197,17691,,4007,PT11M18S,hd,false
ePDsOET-e0s,GadgetIn,Rp3.7 Juta! Unboxing Xiaomi Mi 8 Lite!,"Kok mirip ya....

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
 Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-13T09:23:13Z,1500930,22312,,3293,PT9M12S,hd,false
Ef-2gRQdJes,GadgetIn,Rp13 Jutaan! Unboxing Iphone Xr Indonesia!,"iPhone yang paling masuk akal buat dibeli...

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
 Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-12T09:01:01Z,2511668,50415,,4272,PT11M57S,hd,false
FFvY70TFGWg,GadgetIn,"Review Realme 2 Pro, beneran lebih bagus dari Xiaomi?","Sebagus itu?

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
 Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-11T04:15:00Z,1516841,18453,,3285,PT11M20S,hd,false
c9wgZ_U7y9E,GadgetIn,Surat Cinta Ep.2 : Xiaomi,"Siapa selanjutnya?

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-09T09:03:04Z,226517,9417,,2025,PT5M23S,hd,false
w7_IZbOFhPg,GadgetIn,"Review Apple Watch Series 4, menurut pengguna Mi Band 3","Ga usah ditanya lagi dah :)

Link pembelian Apple Watch Series 4: http://bit.ly/2yVwcwQ
Link pembelian Mi Band 3: http://bit.ly/2yZ1VNM

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
 Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-08T09:00:09Z,862038,13286,,1121,PT9M37S,hd,false
sT_rfwVs7Ts,GadgetIn,Rp2.899 JUTA! Unboxing Xiaomi Note 6 Pro Indonesia!,"Leh uga? 🤔

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-06T07:27:56Z,1537422,23483,,4401,PT11M24S,hd,false
PpbmZUd8fWc,GadgetIn,Ngenilai HP Samsung paling murah - Review Samsung J4+,"Pilihan paling murah buat generasi paling barunya ya.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-05T09:15:29Z,422040,8727,,2149,PT10M41S,hd,false
blJB-5Hy4P4,GadgetIn,Rp2.099 Juta! Unboxing Realme 2 Indonesia!,"Nggak sepopuler Pro, tapi lebih murah dong.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-03T09:11:41Z,567250,8861,,1636,PT9M48S,hd,false
Flc-NsP2obc,GadgetIn,Rp 4.499 Juta! Unboxing Samsung A7 (2018) Indonesia!,"3 kamera...

Link buat ngecek harga paling baru: http://bit.ly/2znPNFc

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-11-01T09:00:04Z,1884161,19482,,3601,PT12M46S,hd,false
kg1knEB3zM4,GadgetIn,HP 2 jutaan yang paling standar...,"Susah dicari kelemahan, dan kelebihannya.

Link pembelian: https://bit.ly/2ze6p2n

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-31T09:00:27Z,257844,6032,,1219,PT9M20S,hd,false
MROm0_ubF8E,GadgetIn,Ga ada yang peduli sama HP ini? - Review Xiaomi Mi A2,"Padahal HP Xiaomi lho.

Link pembelian Xiaomi Mi A2: http://bit.ly/2z1WwEB

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-29T09:00:20Z,803464,12828,,3486,PT11M10S,hd,false
eHv0DW6j93o,GadgetIn,Rp2.899 Juta! Unboxing Realme 2 Pro Indonesia!!,"Ada apaan sih sampe banyak yang request...

Link kalau mau beli Realme 2 Pro: http://bit.ly/2z6prY9

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-27T09:00:06Z,992464,15952,,3374,PT9M2S,hd,false
dvtu56VUj7I,GadgetIn,Sebelum anda beli Nokia 6.1 Plus...,"Pasti di bawah bakal banyak komen Realme :)

Link pembelian Nokia 6.1: http://bit.ly/2yx3a6A

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-25T09:00:05Z,1202040,17157,,3029,PT10M27S,hd,false
XmWkw3CYBQI,GadgetIn,"HP 2 juta, RAM 4 GB, yang sama sekali ga diomongin orang.","Ternyata nggak sesimpel itu.

Exclusive Launch Genpro Z2, bisa beli disini: http://bit.ly/shopeexgadgetinsxgenpro

Follow Instagram: @shopee_id dan @shopeeformen
YouTube: SHOPEE Indonesia

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-23T09:00:23Z,517159,7950,,1503,PT5M33S,hd,false
jZZRF0UwkII,GadgetIn,Jam tangan 7.5 juta... Unboxing Apple Watch 4 Nike+!,"Ga bikin tambah sehat.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
 Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-21T05:15:57Z,1865583,27437,,2176,PT15M4S,hd,false
zFbtfiHBbsU,GadgetIn,Rp2.1 Juta! Unboxing Samsung Galaxy J4+ !,"Cukup bagus?

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-19T09:45:03Z,1135668,15728,,3361,PT11M12S,hd,false
ujFGN5v70JA,GadgetIn,18 Juta buat Huawei Mate 20 Pro...,"Harusnya disini jadi lebih murah lagi.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-17T11:15:01Z,336186,7032,,1603,PT5M59S,hd,false
1L2t3Q2-QrU,GadgetIn,Rp 3.099 Juta! Unboxing Honor 9i Indonesia!,"Tambah rame aja nih pasar.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-16T10:58:22Z,503257,8877,,1799,PT9M46S,hd,false
KUfcjXNTj88,GadgetIn,Rasanya dapetin Gold Play Button dari Youtube :),"Thank you.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-14T09:24:55Z,536396,25216,,2972,PT8M24S,hd,false
9DqXs_fokGU,GadgetIn,HP Samsung yang punya 4 kamera... BUAT APA?,"Punya fungsi masing-masing.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-12T02:23:02Z,1190742,21211,,3784,PT4M27S,hd,false
t4fqfEy4dXs,GadgetIn,Rp3.299 Juta! Unboxing Nokia 6.1 Plus Indonesia!,"Walaupun marketingnya ga gede, tapi banyak yang nanyain.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-11T09:09:09Z,2181698,31095,,4484,PT10M30S,hd,false
F_NtI2Wy09c,GadgetIn,Surat Cinta Ep.1: Asus,"Terlalu romantis ga ya?

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-10T09:00:10Z,256002,10952,,2526,PT6M16S,hd,false
JTDYCF16SDg,GadgetIn,Rp18 Juta... Unboxing iPhone Xs Indonesia...,"Ga Max, tapi harganya tetep Max.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-09T09:00:02Z,1361060,26574,,2819,PT12M49S,hd,false
NSwoqWl15v8,GadgetIn,"Review iPhone Xs Max - ""HP terbaik dari Apple""","Ya iyalah bro.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-07T04:00:00Z,2793111,46555,,4207,PT16M58S,hd,false
6aNWGabu7sQ,GadgetIn,Bingung mau komen apa soal Vivo V11...,"Harganya ga jauh beda sih...

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-05T04:00:02Z,341477,6792,,803,PT4M43S,hd,false
qaJ8qCaG04A,GadgetIn,Kenapa Samsung masih niat jualan Tab S4 ya?,"Perlu ga sih?

Instagram GadgetIn: https://www.instagram.com/gadgetins/ Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-04T09:00:46Z,808299,17335,,2538,PT6M55S,hd,false
WX8v7cixhwI,GadgetIn,HP Snapdragon 845 resmi yang nggak rame...,"Hiks.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-10-02T09:30:00Z,722364,10377,,2328,PT12M7S,hd,false
S0glRXA6OIQ,GadgetIn,Mencari HP 4 juta terbaik! Zenfone 5 vs Pocophone F1!,"Panjang juga videonya,

HP bekas review biasanya saya jual disini: https://bit.ly/2qjRX5c 
Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 

Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-30T03:01:09Z,1412435,20873,,4126,PT19M42S,hd,false
Z4wj9ubW42I,GadgetIn,HP Advan yang agak beda...,"Yang bener RAMnya 4 GB ya.

Link diskon: mahasiswa.advandigital.com

HP bekas review biasanya saya jual disini: https://bit.ly/2qjRX5c 

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-28T04:25:07Z,1694543,30550,,4904,PT6M18S,hd,false
uLdy3uEygc4,GadgetIn,Di balik kehebohan Xiaomi Pocophone F1...,"Semoga jadi lebih jelas.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-26T09:02:40Z,1230601,25705,,2933,PT8M19S,hd,false
lqzfk5DnI_U,GadgetIn,Mending Huawei Nova 3i ato OPPO F9? Jawaban final!,"Mending...

HP bekas review biasanya saya jual disini: https://bit.ly/2qjRX5c

Link buat beli Huawei Nova 3i: https://bit.ly/2zrNsub
Link buat beli OPPO F9: https://bit.ly/2N0XUfV 

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-25T09:00:03Z,856362,10207,,2069,PT17M2S,hd,false
xeR6ddcrEag,GadgetIn,Kenapa HP kayak OPPO A3s bisa laris ya...,"Ada analisa lain?

HP bekas review biasanya saya jual disini: https://bit.ly/2qjRX5c 

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-24T09:00:03Z,3575630,51058,,10931,PT8M38S,hd,false
MAskkOmIZxA,GadgetIn,Rp 21 Juta... Unboxing iPhone Xs Max Indonesia...,"Stickernya bisa ditempel di motor... yang harganya sama kayak HPnya.... Hiks..

Link tempat saya beli: https://bit.ly/2psJsns
Link toko satu lagi: https://bit.ly/2OKamCm

HP bekas review biasanya saya jual disini: https://bit.ly/2qjRX5c 

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-23T04:00:04Z,3834592,66912,,9748,PT15M52S,hd,false
418Y59mbpJs,GadgetIn,Sebelum Anda beli Vivo V11 Pro...,"Dasar si babe...

HP bekas review biasanya saya jual disini: https://bit.ly/2qjRX5c

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-20T09:00:01Z,1121414,14907,,2839,PT16M10S,hd,false
ou5RDaVDESg,GadgetIn,Rp2.699 Juta! Unboxing OPPO A3s Indonesia!,"Karena banyak yang request :)

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-18T09:10:11Z,1065214,20602,,3780,PT10M25S,hd,false
qbGwNsY-6X0,GadgetIn,Kenapa Instagram Stories di Android lebih jelek dari iOS ya...,"Seberapa penting sih IG Stories buat kalian?

Link ke video GadgetGaul: https://www.youtube.com/watch?v=fR8Qh1B1IFU&t=11s

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-17T09:00:09Z,1608684,39611,,4141,PT7M26S,hd,false
0N4EgLH-KXM,GadgetIn,Rp4.999 Juta! Unboxing Vivo V11 Pro Indonesia!,"Masuk akal?

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-15T08:00:00Z,1895923,23876,,3042,PT11M17S,hd,false
eS5qN985Dec,GadgetIn,Mungkin OPPO mabok... Review OPPO F9.,"Mending fokus?

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-14T09:00:04Z,1439568,20889,,2398,PT11M14S,hd,false
iUn10dE1JVQ,GadgetIn,TV Rp2 juta yang banyak diomongin orang,"Ganti tipi? Ato nanggung?

Link video Nerd Reviews: https://www.youtube.com/watch?v=Ydzp0CPO5i8
Tutorial Netflix: https://www.youtube.com/watch?v=uXvkUtu4DXg&t=2s

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-13T09:00:02Z,2863846,28884,,2793,PT13M25S,hd,false
DpLIrtOyiys,GadgetIn,Fingerprint dalem layar. Bagus ato sampah?,"Masa depan ato maksa?

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-12T09:00:08Z,425213,9398,,2111,PT6M20S,hd,false
VVBKmP0aYxE,GadgetIn,Turun Harga! iPhone 6 masih worth it ga buat dibeli di 2018?,"Ada lebih dan kurangnya pastinya.

Link buat beli: http://bit.ly/gadgetins1
Sekarang di Shopee ada @ShopeeForMen yang punya banyak banget promo yang laki banget, termasuk produk elektronik, cek instagramnya aja ya :)

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-10T09:00:01Z,2405721,41094,,5614,PT12M19S,hd,false
WxAxmUolRjM,GadgetIn,"Tahun 2018, teknologi HP lokal udah sebagus apa?","Semoga bisa maju terus :)

 Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-07T09:02:28Z,213796,5410,,1365,PT3M53S,hd,false
zlNKx99tuls,GadgetIn,Ngobrolin spek dan harga Xiaomi Redmi 6 dan 6a,"Worth it?

 Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-05T09:00:17Z,989133,16316,,2228,PT8M37S,hd,false
3sLwbT2Z6tY,GadgetIn,Apa sih kekurangan Xiaomi Pocophone F1?,"Murah sih... Tapi...?

Link pembelian Pocophone F1: http://bit.ly/2yxIJXg

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-04T09:00:02Z,1951700,31482,,5361,PT14M43S,hd,false
mXfkSf2ZuZo,GadgetIn,"""iPhone X"" setengah harga vs iPhone X beneran","Komparasi yang aneh, tapi ada faedahnya :p

Btw Duolingo di Android udah ada ""tutorial""nya, tapi tetep aja iOS yang diduluin.

 Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-03T09:04:37Z,508864,9186,,1687,PT12M20S,hd,false
wxC5nU-PS-c,GadgetIn,Review Samsung Galaxy Note 9 Indonesia!,"Kemahalan?

 Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-09-01T08:07:41Z,2076361,27285,,3507,PT14M32S,hd,false
mvgHBHcwgHg,GadgetIn,"""RAM lebih gede = HP lebih kenceng""","Semoga bermanfaat.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-08-30T09:06:23Z,1609218,44663,,5344,PT9M17S,hd,false
-gxAYz6sLQg,GadgetIn,Bluetooth Speaker 200 ribuan dari merek legendaris...,"Udah lama ga denger merek ini :)

Link pembelian: http://bit.ly/ShopeeGadgentins99
Hanya di Shopee Exclusive Launch Simbadda CST600N. Speaker Bluetooth Mini Bazooka dengan harga 200ribuan! Play time hingga 6 jam dan Garansi 1 tahun. Buruan beli di Shopee! Promo hanya utk periode 20-31 Agustus. 

Buat yang baru gabung di Shopee, pake kode voucher SHOPEEGADGETINS ya, biar bisa nikmatin cashback 50% hingga 50rb Koin Shopee tanpa minimal pembelian buat semua produk di Shopee.

Jangan lupa juga buat belanja produk elektronik favorit di 9.9 Super Shopping Day di Shopee dan dapetin diskon sampe 99%. Sekarang juga ada @ShopeeForMen yang punya banyak promo yang laki banget, termasuk produk elektronik.

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-08-29T04:00:38Z,218666,5081,,2555,PT8M42S,hd,false
5QsPFIUl2jE,GadgetIn,Rp4.499 JUTA! UNBOXING XIAOMI POCOPHONE F1 RESMI INDONESIA!!!,"Ghoib?

Link pembelian Pocophone F1: http://bit.ly/2yxIJXg

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-08-27T08:01:11Z,3416557,42735,,8805,PT11M56S,hd,false
S-lhcrLKNlM,GadgetIn,Rp4.299 Juta! Unboxing OPPO F9 Indonesia!,"Kirain HP lain ya? :p

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn 

Email untuk kerjasama: davidbrendi88@gmail.com",,2018-08-26T10:00:13Z,1678387,20596,,3179,PT12M58S,hd,false
